"","word1","word2","n"
"1618","committee","proposes",1
"1619","committee","senator",1
"1620","committee","smathers",1
"1621","committee","spread",1
"1622","committee's","operations",1
"1623","committeeman","december",1
"1624","committeemen","harrison",1
"1625","committees","dealing",1
"1626","commodity","loans",1
"1627","common","defense",1
"1628","common","ideals",1
"1629","common","patriotism",1
"1630","common","ruin",1
"1631","commons","count",1
"1632","commonwealth","edison",1
"1633","communism","al",1
"1634","communism","arnold",1
"1635","communism","communists",1
"1636","communist","control",1
"1637","communist","frontier",1
"1638","communist","influence",1
"1639","communist","propaganda",1
"1640","communists","entered",1
"1641","compact","body",1
"1642","companies","employ",1
"1643","companies","employing",1
"1644","companies","engaged",1
"1645","companies","means",1
"1646","companies","tied",1
"1647","companion","house",1
"1648","company","industrial",1
"1649","company","learned",1
"1650","company","tax",1
"1651","compel","congress",1
"1652","compelled","goldwater",1
"1653","competent","leadership",1
"1654","competent","management",1
"1655","competing","agency",1
"1656","competitive","agency",1
"1657","competitive","business",1
"1658","competitive","capitalism",1
"1659","compilations","concerns",1
"1660","compiling","records",1
"1661","complete","agreement",1
"1662","complete","analysis",1
"1663","complete","answer",1
"1664","complete","decentralization",1
"1665","complete","jurisdiction",1
"1666","complete","overhauling",1
"1667","complete","records",1
"1668","completed","prognosis",1
"1669","completed","transactions",1
"1670","completely","bypasses",1
"1671","completely","wiped",1
"1672","complex","task",1
"1673","complicated","process",1
"1674","complicated","technical",1
"1675","component","elements",1
"1676","comprehensive","revenue",1
"1677","comprises","constituencies",1
"1678","comprises","voting",1
"1679","compulsion","including",1
"1680","compulsory","attendance",1
"1681","compulsory","unionism",1
"1682","computer","machines",1
"1683","computing","machines",1
"1684","con","ceived",1
"1685","con","cept",1
"1686","con","cern",1
"1687","con","clusions",1
"1688","con","ditions",1
"1689","con","duct",1
"1690","con","science",1
"1691","con","sequences",1
"1692","con","servative",1
"1693","con","trol",1
"1694","conceived","experiment",1
"1695","conceived","limited",1
"1696","conceived","red",1
"1697","concentrated","form",1
"1698","concentrated","power",1
"1699","concept","abhorrent",1
"1700","concern","farmers",1
"1701","concern","slichter's",1
"1702","concerned","abundant",1
"1703","concerned","decides",1
"1704","concerns","republican",1
"1705","conclusion","true",1
"1706","conclusively","decided",1
"1707","condition","coming",1
"1708","condition","denver",1
"1709","condition","enjoying",1
"1710","conditions","extreme",1
"1711","conduct","research",1
"1712","conducting","foreign",1
"1713","conducting","investi",1
"1714","conducting","soilconservation",1
"1715","conference","board",1
"1716","conference","richard",1
"1717","conferences","devoted",1
"1718","conferences","held",1
"1719","confidential","assistant",1
"1720","confidently","assume",1
"1721","conflicting","farm",1
"1722","conflicting","rights",1
"1723","confronted","kennedy",1
"1724","confused","mission",1
"1725","confusing","versions",1
"1726","confusion","politi",1
"1727","conglomerate","local",1
"1728","congress","changed",1
"1729","congress","failed",1
"1730","congress","including",1
"1731","congress","progressively",1
"1732","congress","rebelled",1
"1733","congress","respected",1
"1734","congress","responded",1
"1735","congress","sets",1
"1736","congress","share",1
"1737","congress","stems",1
"1738","congress","wilson",1
"1739","congress","winning",1
"1740","congress's","congress",1
"1741","congresses","items",1
"1742","congresses","opposed",1
"1743","congresses","removal",1
"1744","congressional","appropriations",1
"1745","congressional","authorization",1
"1746","congressional","campaign",1
"1747","congressional","committees",1
"1748","congressional","duties",1
"1749","congressional","elections",1
"1750","congressional","investigations",1
"1751","congressional","probes",1
"1752","congressional","seats",1
"1753","congressional","sentiment",1
"1754","congressman","john",1
"1755","congressman","patman",1
"1756","congressman","ralph",1
"1757","congressman","richard",1
"1758","congressman","simpson",1
"1759","congressmen","saylor",1
"1760","congressthe","socalled",1
"1761","consecrated","estate",1
"1762","consequent","waste",1
"1763","conservation","soil",1
"1764","conservative","agent",1
"1765","conservative","candidates",1
"1766","conservative","chancellor",1
"1767","conservative","constituency",1
"1768","conservative","fight",1
"1769","conservative","force",1
"1770","conservative","government",1
"1771","conservative","governments",1
"1772","conservative","guess",1
"1773","conservative","haldiman",1
"1774","conservative","line",1
"1775","conservative","machine",1
"1776","conservative","office",1
"1777","conservative","organization",1
"1778","conservative","people",1
"1779","conservative","principles",1
"1780","conservative","renaissance",1
"1781","conservatively","inclined",1
"1782","conservatives","fought",1
"1783","conservatives","waste",1
"1784","considerable","amendment",1
"1785","considerable","government",1
"1786","considerable","majority",1
"1787","considerable","num",1
"1788","considerable","poverty",1
"1789","considerable","proportion",1
"1790","considerable","return",1
"1791","considerable","study",1
"1792","considerable","time",1
"1793","considerably","tight",1
"1794","considered","opinion",1
"1795","considered","plans",1
"1796","considered","policy",1
"1797","considered","top",1
"1798","consistent","efforts",1
"1799","consistent","operation",1
"1800","consistent","refusal",1
"1801","consolidated","edison",1
"1802","conspicu","ous",1
"1803","constant","inflow",1
"1804","constituency","agent",1
"1805","constituency","headquarters",1
"1806","constituency","votes",1
"1807","constituents","editorials",1
"1808","constitutes","basic",1
"1809","constitution","directs",1
"1810","constitution","explicitly",1
"1811","constitution","takes",1
"1812","constitution","tells",1
"1813","constitutional","amendment",1
"1814","constitutional","ar",1
"1815","constitutional","change",1
"1816","constitutional","convention",1
"1817","constitutional","crises",1
"1818","constitutional","custom",1
"1819","constitutional","decision",1
"1820","constitutional","duty",1
"1821","constitutional","process",1
"1822","constitutional","rights",1
"1823","constitutional","role",1
"1824","constitutional","status",1
"1825","constitutional","verities",1
"1826","construction","agency",1
"1827","construction","cost",1
"1828","construction","program",1
"1829","construction","unparalleled",1
"1830","constructive","measures",1
"1831","constructive","program",1
"1832","consult","yellow",1
"1833","consulting","actu",1
"1834","contacting","voters",1
"1835","contemplate","life",1
"1836","contented","house",1
"1837","contest","senator",1
"1838","contested","districts",1
"1839","context","illustrate",1
"1840","continually","changing",1
"1841","continue","spending",1
"1842","continued","investment",1
"1843","continuing","contribution",1
"1844","continuous","exposure",1
"1845","contract","verbal",1
"1846","contributed","greatly",1
"1847","contributing","editor",1
"1848","control","act",1
"1849","control","control",1
"1850","control","dr",1
"1851","controlled","countrytocountry",1
"1852","controlled","mayors",1
"1853","controlled","minorities",1
"1854","controversy","arises",1
"1855","convention","strategy",1
"1856","conversion","ee",1
"1857","conversion","induced",1
"1858","convert","demo",1
"1859","converting","republicans",1
"1860","convince","california",1
"1861","convince","people",1
"1862","convincing","study",1
"1863","cook","county",1
"1864","cool","air",1
"1865","cool","autumn",1
"1866","cooperation","henry",1
"1867","cooperative","association",1
"1868","cooperative","medicine",1
"1869","cooperatives","choose",1
"1870","cope","achieves",1
"1871","cope","chief",1
"1872","cope","committee",1
"1873","cope","line",1
"1874","cope","operating",1
"1875","cope","political",1
"1876","cope","victorious",1
"1877","cope","workers",1
"1878","cope’s","finances",1
"1879","cope’s","harvest",1
"1880","copper","price",1
"1881","copyreaders","catches",1
"1882","cor","porations",1
"1883","coronary","thrombosis",1
"1884","corpora","tion",1
"1885","corpora","tions",1
"1886","corporate","income",1
"1887","corporate","mind",1
"1888","corporate","rates",1
"1889","corporate","reserves",1
"1890","corporate","tax",1
"1891","corporate","taxes",1
"1892","corporation","ft",1
"1893","corporation","shift",1
"1894","corporation","surpluses",1
"1895","corporation","taxes",1
"1896","corporations","engaged",1
"1897","correct","statement",1
"1898","corroborative","materials",1
"1899","corrupt","politics",1
"1900","corruption","personalities",1
"1901","cost","billion",1
"1902","cost","sir",1
"1903","cost","thereof",1
"1904","costly","irrigation",1
"1905","cotton","add",1
"1906","cotton","production",1
"1907","councils","creel's",1
"1908","councils","standing",1
"1909","counted","heavily",1
"1910","counter","hague",1
"1911","counties","voted",1
"1912","countless","chinese",1
"1913","countless","local",1
"1914","countless","volunteers",1
"1915","countless","votes",1
"1916","countries","raised",1
"1917","country","concern",1
"1918","country's","lack",1
"1919","countrytocountry","treatymaking",1
"1920","county","court",1
"1921","county","drift",1
"1922","county","iil",1
"1923","county","illinois",1
"1924","couraged","minority",1
"1925","court","apparently",1
"1926","court","decision",1
"1927","court","disaster",1
"1928","court","fight",1
"1929","court","freund",1
"1930","courtney","brown",1
"1931","courts","greatly",1
"1932","cover","eld",1
"1933","covering","territory",1
"1934","cowles","publications",1
"1935","cozen","independents",1
"1936","cp","aeial",1
"1937","cq","revised",1
"1938","crackdownonlabor","platform",1
"1939","crafty","kefauver",1
"1940","crash","government",1
"1941","cratic","party",1
"1942","cratic","senators",1
"1943","crats","opposed",1
"1944","crazy","federal",1
"1945","creased","activity",1
"1946","created","remember",1
"1947","creating","pressure",1
"1948","creative","conservative",1
"1949","creative","enlightened",1
"1950","creative","technology",1
"1951","credit","local",1
"1952","creel","believes",1
"1953","creel","judgment",1
"1954","creel","reserves",1
"1955","creel's","articles",1
"1956","creel's","comments",1
"1957","creel's","judgment",1
"1958","creel's","rebel",1
"1959","creel's","story",1
"1960","creeping","socialism",1
"1961","crime","abandoned",1
"1962","crime","situation",1
"1963","criminal","activity",1
"1964","criminal","justice",1
"1965","criminal","rackets",1
"1966","crimination","judge",1
"1967","crisis","requires",1
"1968","criteria","washington",1
"1969","criterion","south",1
"1970","critical","moment",1
"1971","criticisms","apply",1
"1972","cronies","highballs",1
"1973","cross","breeding",1
"1974","crowded","profes",1
"1975","crowley","alien",1
"1976","crowning","legislative",1
"1977","crowning","mischief",1
"1978","crumble","republi",1
"1979","crushing","responsibilities",1
"1980","culprit","destiny",1
"1981","cultural","agencies",1
"1982","cultural","growth",1
"1983","cultural","influences",1
"1984","cultural","regions",1
"1985","curb","land",1
"1986","curealls","advocated",1
"1987","cured","spending",1
"1988","curies","joliot",1
"1989","curious","book",1
"1990","curious","mixup",1
"1991","curious","public",1
"1992","current","appropriations",1
"1993","current","craze",1
"1994","current","hap",1
"1995","current","labor",1
"1996","current","legislation",1
"1997","current","obsession",1
"1998","current","optimism",1
"1999","current","program",1
"2000","current","purchasing",1
"2001","current","reversal",1
"2002","current","trend",1
"2003","cursory","scanning",1
"2004","cussion","relates",1
"2005","cut","american",1
"2006","cuts","engineered",1
"2007","cycle","official",1
"2008","czarist","russia",1
"2009","daily","appearances",1
"2010","daily","decisions",1
"2011","dairy","farm",1
"2012","damaged","views",1
"2013","dams","running",1
"2014","dan","throop",1
"2015","dan","tubbo",1
"2016","dangerous","rumor",1
"2017","danville","illinois",1
"2018","dark","days",1
"2019","dartmouth","college",1
"2020","das","kapital",1
"2021","date","practicable",1
"2022","david","eccles",1
"2023","day","conference",1
"2024","day","exhibition",1
"2025","day","oldtime",1
"2026","day","press",1
"2027","day","supply",1
"2028","days","collect",1
"2029","days","missouri",1
"2030","days","soothe",1
"2031","daytoday","basis",1
"2032","de","mands",1
"2033","de","stroy",1
"2034","dead","letter",1
"2035","deadening","hand",1
"2036","deadening","mediocrity",1
"2037","deadly","competition",1
"2038","deadly","enemies",1
"2039","deadly","opiate",1
"2040","deafening","noise",1
"2041","deal","adherent",1
"2042","deal","depart",1
"2043","deal","economists",1
"2044","deal","program",1
"2045","deal","reelected",1
"2046","deal","revealed",1
"2047","deal","solicitor",1
"2048","deal","won",1
"2049","dealer","consult",1
"2050","dealers","sinclairites",1
"2051","dealfair","deal",1
"2052","dean","acheson",1
"2053","dearest","friends",1
"2054","deathless","fourth",1
"2055","debate","bears",1
"2056","debate","invites",1
"2057","debates","reveal",1
"2058","debt","limit",1
"2059","debussy","painted",1
"2060","decade","thousands",1
"2061","decades","bryan",1
"2062","december","days",1
"2063","december","socialist",1
"2064","decent","surroundings",1
"2065","deciding","factor",1
"2066","decision","involved",1
"2067","decisions","presumed",1
"2068","decisive","factors",1
"2069","decisive","independ",1
"2070","decisive","minority",1
"2071","decisively","carried",1
"2072","declines","moved",1
"2073","decreases","tax",1
"2074","dedi","cated",1
"2075","deemed","im",1
"2076","deep","philosophical",1
"2077","deep","political",1
"2078","deep","public",1
"2079","deep","rity",1
"2080","deep","satisfaction",1
"2081","deep","understanding",1
"2082","deeply","concerned",1
"2083","deepseated","feeling",1
"2084","defeat","congressmen",1
"2085","defeat","earnestly",1
"2086","defeat","edmund",1
"2087","defeat","senator",1
"2088","defeated","republicans",1
"2089","defending","genuine",1
"2090","defense","production",1
"2091","defense","promote",1
"2092","defense","secretary",1
"2093","defense","wilson",1
"2094","deficit","cured",1
"2095","deficit","spending",1
"2096","definable","choice",1
"2097","defined","limits",1
"2098","defining","illegal",1
"2099","definite","division",1
"2100","definitive","interpretation",1
"2101","definitive","spokesman",1
"2102","degree","creates",1
"2103","delays","due",1
"2104","delegating","responsibility",1
"2105","delib","erately",1
"2106","deliberately","franchise",1
"2107","delinquent","behavior",1
"2108","delinquents","compared",1
"2109","delivered","certified",1
"2110","delivered","cost",1
"2111","demanding","millions",1
"2112","demanding","world",1
"2113","demands","american",1
"2114","demands","stars",1
"2115","demo","boss",1
"2116","democracy's","exponent",1
"2117","democrat","brannan",1
"2118","democrat","sen",1
"2119","democratic","action",1
"2120","democratic","candi",1
"2121","democratic","chairman",1
"2122","democratic","club",1
"2123","democratic","congress",1
"2124","democratic","counties",1
"2125","democratic","digest",1
"2126","democratic","families",1
"2127","democratic","federal",1
"2128","democratic","future",1
"2129","democratic","leaders",1
"2130","democratic","left",1
"2131","democratic","liberalism",1
"2132","democratic","national",1
"2133","democratic","organ",1
"2134","democratic","platform",1
"2135","democratic","presidential",1
"2136","democratic","regime",1
"2137","democratic","registration",1
"2138","democratic","repub",1
"2139","democratic","speakers",1
"2140","democratic","strength",1
"2141","democratic","ticket",1
"2142","democratic","vote",1
"2143","democraticunion","nore",1
"2144","democraticunion","tion",1
"2145","democrats","alike",1
"2146","democrats","cast",1
"2147","democrats","confirmed",1
"2148","democrats","march",1
"2149","democrats","opposed",1
"2150","democrats","supplied",1
"2151","democrats","warren",1
"2152","demoesatil","platform",1
"2153","dence","requirements",1
"2154","denied","indiscriminate",1
"2155","denis","kearney",1
"2156","denotes","complete",1
"2157","dent's","estimates",1
"2158","dental","knowland",1
"2159","dential","balance",1
"2160","dential","candidate",1
"2161","dent’s","responsibility",1
"2162","department","agency",1
"2163","department","announced",1
"2164","department","crusade",1
"2165","department","elite",1
"2166","department","estimates",1
"2167","department","explained",1
"2168","department","found",1
"2169","department","heads",1
"2170","department","participants",1
"2171","department","repeatedly",1
"2172","department","representatives",1
"2173","department","require",1
"2174","department","sponsored",1
"2175","department","threefold",1
"2176","department's","opposition",1
"2177","departments","surveyed",1
"2178","dependable","top",1
"2179","dependent","auditors",1
"2180","depreciation","provision",1
"2181","depresses","republicans",1
"2182","depression","reflection",1
"2183","deputy","assistant",1
"2184","deputy","defense",1
"2185","deputy","premier",1
"2186","der","linden",1
"2187","des","moines",1
"2188","descending","importance",1
"2189","deserve","credit",1
"2190","deserves","commendation",1
"2191","deserves","note",1
"2192","design","political",1
"2193","designated","entitlement",1
"2194","designated","spots",1
"2195","desperate","campaign",1
"2196","desperate","crises",1
"2197","desperate","crisis",1
"2198","desperate","guise",1
"2199","despicable","fraud",1
"2200","destroy","liberty",1
"2201","detachment","entered",1
"2202","detailed","informa",1
"2203","detailed","issues",1
"2204","detailed","study",1
"2205","deter","minism",1
"2206","determine","benefits",1
"2207","determines","interprets",1
"2208","determinism","wait",1
"2209","detour","horror",1
"2210","detours","skillful",1
"2211","detroit","rejected",1
"2212","devas","tation",1
"2213","devastating","report",1
"2214","developing","fast",1
"2215","developing","hydroelec",1
"2216","development","period",1
"2217","devoted","fair",1
"2218","devoted","followers",1
"2219","devotion","dewey",1
"2220","devoutly","hope",1
"2221","dewey","bite",1
"2222","dewey","budgets",1
"2223","dewey","clare",1
"2224","dewey","deserves",1
"2225","dewey","enjoys",1
"2226","dewey","van",1
"2227","dewey","wisely",1
"2228","dewey's","proposals",1
"2229","deweytruman","adventures",1
"2230","deweytruman","blows",1
"2231","dewey’s","mil",1
"2232","dictatorships","american",1
"2233","didn’t","understand",1
"2234","die","surely",1
"2235","died","kennedy",1
"2236","dif","ference",1
"2237","dif","ferentiation",1
"2238","difference","selfishness",1
"2239","differs","fundamentally",1
"2240","diligently","inquire",1
"2241","dim","account",1
"2242","dim","understanding",1
"2243","dingy","inexpensive",1
"2244","direct","attempt",1
"2245","direct","authority",1
"2246","direct","contradiction",1
"2247","direct","fulfillment",1
"2248","direct","imprimatur",1
"2249","direct","primary",1
"2250","directing","local",1
"2251","direction","inquiries",1
"2252","directly","bearing",1
"2253","directly","related",1
"2254","director","dodge",1
"2255","directs","con",1
"2256","dirksen","served",1
"2257","dirksen's","capacity",1
"2258","dirksen's","organization",1
"2259","dis","agreeing",1
"2260","dis","franchises",1
"2261","dis","november",1
"2262","dis","regard",1
"2263","dis","tribution",1
"2264","dis","tricts",1
"2265","disability","confront",1
"2266","disabled","president",1
"2267","disaster","befell",1
"2268","discipline","teachers",1
"2269","discourage","hard",1
"2270","discourses","critical",1
"2271","discredited","appeals",1
"2272","discredited","regime",1
"2273","discriminating","intelligence",1
"2274","discuss","issues",1
"2275","disgraceful","exhibition",1
"2276","disintegrating","fragments",1
"2277","dismissed","questions",1
"2278","disorderly","thinking",1
"2279","dispassionate","review",1
"2280","displayed","responsible",1
"2281","disputed","bar",1
"2282","disraeli","secured",1
"2283","disraeli's","plea",1
"2284","dissent","coming",1
"2285","distin","guish",1
"2286","distinction","sets",1
"2287","distinguished","citizens",1
"2288","distinguished","lecturers",1
"2289","distinguished","professional",1
"2290","distinguished","professor",1
"2291","distinguished","scientist",1
"2292","distinguished","students",1
"2293","distinguished","visitor",1
"2294","distribute","raw",1
"2295","distributed","tickets",1
"2296","distributing","propaganda",1
"2297","district","fresno",1
"2298","district","leader",1
"2299","districts","republican",1
"2300","districts","switched",1
"2301","disturbing","recommendations",1
"2302","diversion","plan",1
"2303","dividend","relief",1
"2304","dividends","produces",1
"2305","divides","foreignaffairs",1
"2306","divine","guidance",1
"2307","division","box",1
"2308","doctors","farmers",1
"2309","doctors","lawyers",1
"2310","doctrinaire","fabians",1
"2311","doctrine","brought",1
"2312","dodge","corp",1
"2313","doityourself","boys",1
"2314","dollars","bought",1
"2315","domestic","affairs",1
"2316","domestic","concern",1
"2317","domestic","consumption",1
"2318","domestic","economy",1
"2319","domestic","police",1
"2320","domestic","policies",1
"2321","domestic","reform",1
"2322","domestic","sales",1
"2323","domestic","scuffle",1
"2324","domestic","tranquillity",1
"2325","dominant","democratic",1
"2326","dominant","force",1
"2327","dominate","descended",1
"2328","donald","nelson",1
"2329","don’t","vote",1
"2330","double","standard",1
"2331","double","talk",1
"2332","double","taxation",1
"2333","doubt","created",1
"2334","doubt","due",1
"2335","doubt","moved",1
"2336","doubt","thousands",1
"2337","douglas","devoted",1
"2338","douglas","lehman",1
"2339","downey","stepped",1
"2340","downey's","withdrawal",1
"2341","downtoearth","practice",1
"2342","dozen","labor's",1
"2343","dozen","senatorial",1
"2344","dr","eleanor",1
"2345","dr","james",1
"2346","dr","jose",1
"2347","dr","killian",1
"2348","dr","s.m",1
"2349","dr","sheldon",1
"2350","drastic","budget",1
"2351","drastic","change",1
"2352","drastic","enforcement",1
"2353","drastic","house",1
"2354","drastic","readjustments",1
"2355","drastic","weakening",1
"2356","drastically","revise",1
"2357","drastically","weakened",1
"2358","draw","attention",1
"2359","draw","heavily",1
"2360","drawn","attention",1
"2361","draws","opposition",1
"2362","dream","recently",1
"2363","dreary","burden",1
"2364","dresden","kilowatts",1
"2365","dropped","slightly",1
"2366","dropping","functions",1
"2367","drug","products",1
"2368","dubious","double",1
"2369","ductive","promises",1
"2370","due","process",1
"2371","duly","capitalized",1
"2372","dumb","devils",1
"2373","dumb","reformers",1
"2374","duquesne","light",1
"2375","duties","imposts",1
"2376","duties","wiley",1
"2377","duty","personal",1
"2378","e.j","mccarthy",1
"2379","ea","ero",1
"2380","earl","desmond",1
"2381","earl","warren's",1
"2382","earlier","article",1
"2383","earlier","statement",1
"2384","earlier","suggestion",1
"2385","earlier","vote",1
"2386","earliest","date",1
"2387","earned","dollar",1
"2388","earned","surplus",1
"2389","earners","millions",1
"2390","earners","move",1
"2391","earnestly","desired",1
"2392","ears","close",1
"2393","earth","pushed",1
"2394","easily","controlled",1
"2395","easily","copy",1
"2396","easily","interpreted",1
"2397","easily","spell",1
"2398","easily","understandable",1
"2399","east","south",1
"2400","eastern","border",1
"2401","eastern","money",1
"2402","eastern","press",1
"2403","eastern","reporters",1
"2404","eastern","winter",1
"2405","eastman","kodak's",1
"2406","easy","access",1
"2407","easy","districts",1
"2408","easy","task",1
"2409","easy","victims",1
"2410","easy","victory",1
"2411","easygoing","endomorph",1
"2412","eccles","minister",1
"2413","eco","nomic",1
"2414","economic","advisers",1
"2415","economic","benefit",1
"2416","economic","cycle",1
"2417","economic","earthquake",1
"2418","economic","education",1
"2419","economic","enterprise",1
"2420","economic","excesses",1
"2421","economic","factor",1
"2422","economic","freedom",1
"2423","economic","future",1
"2424","economic","ideas",1
"2425","economic","illiterates",1
"2426","economic","illusions",1
"2427","economic","index",1
"2428","economic","interpretation",1
"2429","economic","justification",1
"2430","economic","liberty",1
"2431","economic","life",1
"2432","economic","miracle",1
"2433","economic","pattern",1
"2434","economic","policy",1
"2435","economic","precaution",1
"2436","economic","prophecies",1
"2437","economic","prophet",1
"2438","economic","prosperity",1
"2439","economic","recession",1
"2440","economic","road",1
"2441","economic","status",1
"2442","economic","theories",1
"2443","economic","wizards",1
"2444","economics","courses",1
"2445","economics","major",1
"2446","economics","popular",1
"2447","economics","teaching",1
"2448","economies","congress",1
"2449","economies","staggers",1
"2450","economists","hold",1
"2451","economists","offer",1
"2452","economy","congress",1
"2453","economyminded","democrats",1
"2454","economyminded","people",1
"2455","ective","registered",1
"2456","ects","billions",1
"2457","ed","flynn",1
"2458","edgar","hoover",1
"2459","edgar","pierce",1
"2460","editor","moley",1
"2461","editorial","personnel",1
"2462","editorial","policy",1
"2463","edmund","burke",1
"2464","education","association",1
"2465","education","boon",1
"2466","education","cope",1
"2467","education","moved",1
"2468","education","prevails",1
"2469","educational","novelties",1
"2470","educational","process",1
"2471","educators","rose",1
"2472","ee","popular",1
"2473","effective","intervention",1
"2474","effective","options",1
"2475","efficient","organization",1
"2476","efficient","party",1
"2477","efficient","system",1
"2478","efforts","brought",1
"2479","egghead","shadow",1
"2480","egregious","pretense",1
"2481","eighteen","expanded",1
"2482","eighteen","months",1
"2483","eisenhower","admin",1
"2484","eisenhower","benson",1
"2485","eisenhower","congress",1
"2486","eisenhower","depression",1
"2487","eisenhower","issues",1
"2488","eisenhower","majority",1
"2489","eisenhower","partnership",1
"2490","eisenhower","philosophy",1
"2491","eisenhower","program",1
"2492","eisenhower","proposal",1
"2493","eisenhower","proposals",1
"2494","eisenhower","received",1
"2495","eisenhower","roll",1
"2496","eisenhower","sentiment",1
"2497","eisenhower","situation",1
"2498","eisenhower's","candidacy",1
"2499","eisenhower's","popularity",1
"2500","eisenhower's","position",1
"2501","eisenhower's","pro",1
"2502","eisenhowerbenson","agricultural",1
"2503","elates","democrats",1
"2504","elbert","thomas",1
"2505","eld","erly",1
"2506","eleanor","glueck",1
"2507","elec","drawn",1
"2508","elect","congressmen",1
"2509","elect","secretary",1
"2510","elected","byrd",1
"2511","elected","representatives",1
"2512","elected","tammany",1
"2513","electing","spendthrifts",1
"2514","election","congress",1
"2515","election","kansas",1
"2516","election","offers",1
"2517","election","president",1
"2518","election","proved",1
"2519","election","results",1
"2520","elections","count",1
"2521","elections","hitherto",1
"2522","elections","teeth",1
"2523","electoral","lubricant",1
"2524","electorate","weary",1
"2525","electorate's","congress",1
"2526","electric","cooperative",1
"2527","electric","timer",1
"2528","electric","union",1
"2529","electrical","cooperatives",1
"2530","electrification","administration",1
"2531","elements","devoutly",1
"2532","elements","fundamentally",1
"2533","elevate","adlai",1
"2534","elevator","operator",1
"2535","elevator","starter",1
"2536","eleven","demanding",1
"2537","eleven","pass",1
"2538","eleventh","chapter",1
"2539","eleventh","district",1
"2540","eligible","individuals",1
"2541","elim","inating",1
"2542","eliminate","james",1
"2543","elite","dean",1
"2544","ellis","dream",1
"2545","ellis","proposed",1
"2546","elm","street",1
"2547","elmer","davis",1
"2548","eloquent","warnings",1
"2549","em","barrassment",1
"2550","emaabeneng","effect",1
"2551","embarrassing","revelations",1
"2552","embraced","mccarthyism",1
"2553","embraced","universality",1
"2554","emergency","call",1
"2555","emergency","legislation",1
"2556","eminent","clinical",1
"2557","emotional","capacity",1
"2558","empty","academic",1
"2559","empty","glory",1
"2560","empty","success",1
"2561","empyrean","flight",1
"2562","en","vironment",1
"2563","enact","righttowork",1
"2564","encouraging","companies",1
"2565","encyclical","statements",1
"2566","endangered","california",1
"2567","endeavor","government",1
"2568","endless","conflict",1
"2569","endless","giving",1
"2570","endomorph","respond",1
"2571","endorsed","a_",1
"2572","energy","double",1
"2573","enfeebled","selfreliance",1
"2574","enforce","desegregation",1
"2575","enforce","obedience",1
"2576","engineer","ing",1
"2577","engineering","ideas",1
"2578","engineering","personnel",1
"2579","engineers","campaign",1
"2580","engineers","corps",1
"2581","engineers","journalists",1
"2582","engineers","moved",1
"2583","engineers","represe",1
"2584","engineers","scientists",1
"2585","engineers","wage",1
"2586","england","scotland",1
"2587","english","exponent",1
"2588","engulf","millions",1
"2589","engulfed","cathedral",1
"2590","enormous","increase",1
"2591","enormous","pork",1
"2592","enormous","task",1
"2593","enrolled","commu",1
"2594","ent","liberty",1
"2595","ent","national",1
"2596","ent","noting",1
"2597","enterprise","association",1
"2598","enterprise","savings",1
"2599","enterprise","shared",1
"2600","enterprise","system",1
"2601","enterprise","told",1
"2602","entire","educational",1
"2603","entire","length",1
"2604","entire","normal",1
"2605","entire","senate",1
"2606","entitled","federal",1
"2607","environmental","influences",1
"2608","environmental","pressures",1
"2609","envisioned","homes",1
"2610","equal","futility",1
"2611","equal","shares",1
"2612","equal","slices",1
"2613","equally","loaded",1
"2614","equally","strongly",1
"2615","equivocally","committed",1
"2616","eral","irrigation",1
"2617","eral","legislation",1
"2618","eral","revenues",1
"2619","erly","people",1
"2620","ernest","mcfarland",1
"2621","ernment","departments",1
"2622","erroneously","call",1
"2623","ers","granted",1
"2624","erspective","registered",1
"2625","erts","ea",1
"2626","es","capes",1
"2627","es","lle",1
"2628","escape","taxes",1
"2629","essential","costs",1
"2630","essential","feeling",1
"2631","essential","judge",1
"2632","essential","strength",1
"2633","essential","votes",1
"2634","essential","wisdom",1
"2635","establish","ideological",1
"2636","establish","iron",1
"2637","establish","justice",1
"2638","established","attendance",1
"2639","established","church",1
"2640","established","industrial",1
"2641","established","taxation",1
"2642","establishmenta","threestand",1
"2643","estimable","gentleman",1
"2644","estimated","billion",1
"2645","estimated","total",1
"2646","eternal","pattern",1
"2647","eternal","task",1
"2648","eternally","accelerated",1
"2649","ethics","harvard",1
"2650","european","countries",1
"2651","evaluate","closely",1
"2652","evaluating","republican",1
"2653","eventually","cost",1
"2654","eventually","pay",1
"2655","everett","mckinley",1
"2656","evergrowing","appetite",1
"2657","everincreasing","experience",1
"2658","evi","dence",1
"2659","evidence","west",1
"2660","evoked","sacrifice",1
"2661","ewing","plan",1
"2662","exact","opposite",1
"2663","exact","types",1
"2664","exalted","court",1
"2665","examine","evidence",1
"2666","exceed","south",1
"2667","exceedingly","deflationary",1
"2668","excellence","surely",1
"2669","excellent","authorities",1
"2670","excellent","cargo",1
"2671","excellent","portrayal",1
"2672","excellent","weekly",1
"2673","excess","enrollment",1
"2674","excessprofits","levy",1
"2675","excessprofits","tax",1
"2676","exchequer","r.a",1
"2677","excise","paid",1
"2678","excise","taxes",1
"2679","exciting","prospect",1
"2680","excluding","permanent",1
"2681","executive","departments",1
"2682","executive","directs",1
"2683","executive","sales",1
"2684","executives","army",1
"2685","executives","constantly",1
"2686","exemp","ticns",1
"2687","exemptions","proposed",1
"2688","exercise","judgment",1
"2689","exert","influence",1
"2690","exhausted","benefits",1
