"","word1","word2","date","year","month","day","filename"
"700","prices","paralysis","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"701","technological","progress","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"702","fewer","jobs","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"703","newsweek","october","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"704","perspective","registered","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"705","registered","u.s","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"706","u.s","patent","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"707","passing","reference","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"708","adlai","stevenson","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"709","collaborator","estes","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"710","estes","kefauver","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"711","title","fragile","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"712","fragile","statesman","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"713","nature","wove","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"714","adlai","stevenson","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"715","democratic","candidate","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"716","stevenson","kefauver","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"717","kefauver","front","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"718","portentous","drive","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"719","organized","effort","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"720","afl","cio","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"721","cio","committee","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"722","political","education","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"723","egghead","shadow","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"724","party","affiliation","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"725","james","middleton","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"726","middleton","cox","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"727","alton","brooks","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"728","brooks","parker","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"729","strength","borrowed","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"730","local","candidates","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"731","strong","organizations","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"732","coattails","broad","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"733","inadequacy","democratic","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"734","democratic","future","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"735","walter","reuther","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"736","democratic","party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"737","official","ornaments","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"738","statesmen","importance","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"739","powerful","organization","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"740","organization","limited","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"741","captive","workers","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"742","objectives","office","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"743","office","remains","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"744","remains","moley","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"745","soft","pervious","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"746","pervious","organism","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"747","democratic","party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"748","south","democratic","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"749","democratic","senators","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"750","cope","line","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"751","cent","score","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"752","allegedly","independent","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"753","independent","figures","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"754","rhode","island","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"755","island","deviated","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"756","cent","parity","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"757","ultimate","transformation","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"758","democratic","party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"759","british","model","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"760","model","socialist","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"761","socialist","labor","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"762","labor","party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"763","liberal","party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"764","wilson","disfranchised","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"765","republican","party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"766","genuine","alternative","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"767","extreme","importance","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"768","deadly","opiate","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"769","conservative","candidates","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"770","vote","cast","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"771","national","ticket","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"772","uneven","contest","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"773","organized","support","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"774","potential","voters","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"775","regisof","tered","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"776","tered","voters","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"777","voters","failed","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"778","easily","spell","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"779","stil","time","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"780","deliberately","franchise","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"781","newsweek","november","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"782","perspective","u.s","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"783","u.s","patent","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"784","patent","registered","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"785","registered","ike’s","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"786","ike’s","fateful","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"787","moley","hortly","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"788","ap","quoted","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"789","anonymous","bureaucrat","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"790","vice","presidential","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"791","cabinet","level","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"792","administration’s","power","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"793","power","policies","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"794","republican","candidates","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"795","oregon","washington","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"796","partnership","policy","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"797","favor","heavy","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"798","heavy","spending","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"799","federal","projects","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"800","interior","secretary","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"801","secretary","seaton","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"802","major","test","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"803","unparalleled","opportunity","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"804","minority","pressures","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"805","ultimate","decision","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"806","resist","pressures","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"807","close","associates","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"808","americans","east","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"809","east","south","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"810","opposed","evidence","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"811","evidence","west","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"812","questions","arise","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"813","partnership","policy","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"814","private","investors","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"815","private","investors","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"816","investors","sharing","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"817","developing","hydroelectric","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"818","hydroelectric","power","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"819","columbia","basin","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"820","senator","neuberger","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"821","oregon","counties","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"822","counties","voted","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"823","public","utility","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"824","single","referendum","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"825","public","power","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"826","recent","campaign","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"827","oregon","power","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"828","power","voters","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"829","listed","public","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"830","issues","office","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"831","office","choice","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"832","choice","tion","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"833","tion","day","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"834","public","power","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"835","power","advocate","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"836","private","participation","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"837","hydroelectric","projects","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"838","valid","reason","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"839","national","policy","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"840","private","investors","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"841","investors","capital","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"842","share","industry","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"843","subsidized","federal","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"844","federal","power","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"845","vast","sums","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"846","federal","government","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"847","columbia","basin","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"848","basin","approximately","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"849","money","spent","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"850","hydroelectric","projects","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"851","past","ten","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"852","averaged","million","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"853","amount","annually","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"854","adequate","supply","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"855","expect","congress","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"856","democratic","party","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"857","political","machines","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"858","labor","unions","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"859","idaho","campaign","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"860","eastern","money","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"861","defeat","senator","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"862","senator","welker","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"863","labor","union","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"864","elect","morse","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"865","organized","politically","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"866","politically","oregon","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"867","oregon","washington","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"868","idaho","combined","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"869","combined","pay","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"870","federal","income","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"871","income","taxes","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"872","nation’s","taxpayers","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"873","taxpayers","gains","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"874","gains","additional","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"875","additional","strength","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"876","grand","coulee","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"877","adequate","money","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"878","private","investors","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"879","eisenhower","partnership","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"880","vision","newsweek","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"881","newsweek","december","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"882","perspective","registered","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"883","registered","henry","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"884","usefully","employing","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"885","neighbor’s","chickens","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"886","wife","suggested","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"887","john","pollsum","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"888","goofy","research","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"889","research","institute","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"890","presidential","opinion","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"891","opinion","poll","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"892","henry","nodded","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"893","head","reflectively","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"894","reflectively","pollsum","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"895","pollsum","whipped","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"896","commit","pollsum","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"897","pollsum","card","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"898","card","preferences","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"899","nixon","ning","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"900","henry","entered","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"901","western","moral","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"902","economic","status","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"903","social","class","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"904","class","henry","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"905","henry","didn’t","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"906","didn’t","understand","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"907","book","pollsum","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"908","affiliation","democratic","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"909","democratic","republican","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"910","independent","party","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"911","party","who’s","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"912","time","voted","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"913","voted","democratic","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"914","fellow","named","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"915","named","london","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"916","lincoln","tl","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"917","ent","noting","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"918","office","henry","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"919","henry","looked","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"920","looked","worried","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"921","independent","tion","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"922","social","unsound","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"923","cal","writers","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"924","promises","democratic","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"925","democratic","union","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"926","union","tion","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"927","tion","ers","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"928","ers","granted","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"929","henry","lose","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"930","lose","democratic","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"931","democratic","union","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"932","union","nore","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"933","nore","hopelessly","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"934","hopelessly","henry","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"935","future","cp","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"936","aeial","u.s","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"937","u.s","patent","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"938","patent","office","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"939","office","polled","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"940","polled","moley","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"941","moley","banks","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"942","handed","henry","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"943","reading","aloud","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"944","aloud","kennedy","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"945","kennedy","nixon","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"946","nixon","humphrey","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"947","humphrey","nixon","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"948","nixon","symington","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"949","fellows","runagainst","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"950","unfair","noted","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"951","independent","book","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"952","book","don’t","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"953","street","looked","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"954","watch","slowly","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"955","story","isn’t","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"956","smarter","henrys","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"957","intellectual","convic","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"958","independent","government","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"959","savings","insurance","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"960","pay","hundreds","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"961","hundreds","taxes","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"962","buy","pay","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"963","ar","ce","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"964","strong","pollsters","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"965","professional","polititell","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"966","polititell","republican","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"967","republican","candidates","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"968","vote","identify","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"969","identify","republicanism","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"970","liberal","labor","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"971","labor","ada","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"972","ada","coalithus","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"973","othtaking","loyal","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"974","loyal","party","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"975","happy","ns","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"976","erts","ea","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"977","ea","ero","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"978","es","lle","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"979","lle","ppicinn","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"980","ppicinn","ae","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"981","abstention","republican","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"982","republican","workers","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"983","workers","call","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"984","profligate","government","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"985","labor","workers","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"986","workers","ighim","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
