"","word1","word2","n"
"1181","election","polls",1
"1182","election","recently",1
"1183","elections","hitherto",1
"1184","electoral","lubricant",1
"1185","electoral","system",1
"1186","elements","devoutly",1
"1187","elevate","adlai",1
"1188","eleventh","district",1
"1189","eloquent","warnings",1
"1190","emaabeneng","effect",1
"1191","embraced","mccarthyism",1
"1192","emergency","call",1
"1193","emotional","capacity",1
"1194","empty","success",1
"1195","empyrean","flight",1
"1196","endeavor","government",1
"1197","endorsed","a_",1
"1198","enforce","desegregation",1
"1199","engineering","ideas",1
"1200","engineering","personnel",1
"1201","england","scotland",1
"1202","engulfed","cathedral",1
"1203","enormous","increase",1
"1204","ent","national",1
"1205","ent","noting",1
"1206","enterprise","association",1
"1207","entire","normal",1
"1208","entitled","federal",1
"1209","environmental","influences",1
"1210","equally","loaded",1
"1211","eral","revenues",1
"1212","ernment","departments",1
"1213","ers","granted",1
"1214","erspective","registered",1
"1215","erts","ea",1
"1216","es","lle",1
"1217","escape","taxes",1
"1218","essential","judge",1
"1219","established","taxation",1
"1220","estateand","gift",1
"1221","estes","kefauver",1
"1222","estimable","gentleman",1
"1223","eternally","accelerated",1
"1224","european","countries",1
"1225","evaluate","closely",1
"1226","evaluating","republican",1
"1227","evidence","west",1
"1228","exact","opposite",1
"1229","exact","types",1
"1230","exceedingly","slim",1
"1231","excellence","surely",1
"1232","excellent","cargo",1
"1233","excess","profits",1
"1234","excise","paid",1
"1235","excise","taxes",1
"1236","executive","sales",1
"1237","executives","constantly",1
"1238","exempt","status",1
"1239","exercise","judgment",1
"1240","exist","due",1
"1241","exist","leaders",1
"1242","exist","medical",1
"1243","expect","congress",1
"1244","expensive","mechanical",1
"1245","experienced","financial",1
"1246","experimental","models",1
"1247","expert","experienced",1
"1248","expertly","trained",1
"1249","expressed","public",1
"1250","extreme","importance",1
"1251","extremists","coattail",1
"1252","fair","deal",1
"1253","fair","size",1
"1254","faith","sharply",1
"1255","false","authority",1
"1256","faltering","hand",1
"1257","faltering","step",1
"1258","famec","september",1
"1259","family","budget",1
"1260","famous","ancestor",1
"1261","fancy","free",1
"1262","farley","continue",1
"1263","farley’s","future",1
"1264","farm","surplus",1
"1265","farnsworth","vision",1
"1266","fashioned","folks",1
"1267","fashioned","individual",1
"1268","father","joe",1
"1269","favor","heavy",1
"1270","favor","warren",1
"1271","favorable","votes",1
"1272","favored","cutting",1
"1273","favorite","son",1
"1274","fear","dislike",1
"1275","feder","power",1
"1276","federal","assistance",1
"1277","federal","bureau",1
"1278","federal","centralization",1
"1279","federal","establishment",1
"1280","federal","income",1
"1281","federal","inspec",1
"1282","federal","law",1
"1283","federal","legisla",1
"1284","federal","legislation",1
"1285","federal","money",1
"1286","federal","plan",1
"1287","federal","power",1
"1288","federal","programs",1
"1289","federal","projects",1
"1290","federal","revenue",1
"1291","federal","social",1
"1292","feedback","obsession",1
"1293","fellow","named",1
"1294","fellows","runagainst",1
"1295","feuding","ing",1
"1296","fever","president",1
"1297","fewer","jobs",1
"1298","fically","dissects",1
"1299","fierce","criticism",1
"1300","fight","olson",1
"1301","fighting","faith",1
"1302","figure","garbed",1
"1303","figure","includes",1
"1304","figures","cope",1
"1305","final","choice",1
"1306","final","returns",1
"1307","final","session",1
"1308","finally","found",1
"1309","financial","insanity",1
"1310","financial","necessities",1
"1311","finest","attributes",1
"1312","finnegan","butler",1
"1313","firsthand","study",1
"1314","fiscal","irresponsibility",1
"1315","fiscal","obligations",1
"1316","flabby","campaigning",1
"1317","flaring","conflicts",1
"1318","flatter","flynn",1
"1319","flawless","result",1
"1320","flying","ships",1
"1321","flynn","scorned",1
"1322","fm","radio",1
"1323","fo","president",1
"1324","fof","canvassing",1
"1325","follow","politics",1
"1326","follow","recognition",1
"1327","follow","suit",1
"1328","followers","seized",1
"1329","food","spending",1
"1330","forand","bill",1
"1331","forbid","defiance",1
"1332","forceful","lessons",1
"1333","forcefully","illustrates",1
"1334","ford","money",1
"1335","foregoing","accounts",1
"1336","foreign","affairs",1
"1337","foreign","competition",1
"1338","foreign","ob",1
"1339","foreign","relations",1
"1340","foreseeable","future",1
"1341","formatting","discrepancies",1
"1342","formatting","including",1
"1343","formatting","inconsistencies",1
"1344","formulate","policies",1
"1345","forthcoming","meeting",1
"1346","forthcoming","white",1
"1347","fortunes","doctors",1
"1348","forward","backward",1
"1349","foundations","supplant",1
"1350","foundation’s","statement",1
"1351","fragile","statesman",1
"1352","frank","hague",1
"1353","frank","van",1
"1354","frank","walker",1
"1355","free","elections",1
"1356","free","expression",1
"1357","free","rhetoric",1
"1358","free","scheme",1
"1359","free","society",1
"1360","freeman","answers",1
"1361","freeman","assistant",1
"1362","freeman","served",1
"1363","freeman","study",1
"1364","freeman’s","answers",1
"1365","frequent","question",1
"1366","friend","added",1
"1367","friendly","constituents",1
"1368","friendly","japan",1
"1369","friendship","seldom",1
"1370","frol","kozlov",1
"1371","front","pages",1
"1372","ft","wayne",1
"1373","ful","lessons",1
"1374","furnish","information",1
"1375","future","cp",1
"1376","gains","additional",1
"1377","gains","tax",1
"1378","gen","eral",1
"1379","general's","office",1
"1380","generation","ur",1
"1381","genuine","alternative",1
"1382","genuine","necessities",1
"1383","george","meany",1
"1384","georgian","illustrated",1
"1385","ghostly","nimbus",1
"1386","giant","cargo",1
"1387","gift","tax",1
"1388","gilded","age",1
"1389","gin","tors",1
"1390","glibly","assume",1
"1391","goal","preserve",1
"1392","goofy","research",1
"1393","gop","leaders",1
"1394","gov","elect",1
"1395","government","ac",1
"1396","government","based",1
"1397","government","million",1
"1398","government","reorganization",1
"1399","government","units",1
"1400","governmental","units",1
"1401","governments","afford",1
"1402","governor","knight",1
"1403","governor","langlie",1
"1404","governor","lowden",1
"1405","governor","rockefeller",1
"1406","governors","conferences",1
"1407","graduate","school",1
"1408","graduated","corporation",1
"1409","graduated","tax",1
"1410","grand","coulee",1
"1411","grave","charge",1
"1412","grave","doubt",1
"1413","greatly","changed",1
"1414","green","mountains",1
"1415","greenville","s.c",1
"1416","grim","warning",1
"1417","grossly","underused",1
"1418","grundy","county",1
"1419","guardia","airthere",1
"1420","gubernatorial","cam‘paigns",1
"1421","hall","candidates",1
"1422","halted","mand",1
"1423","hand","column",1
"1424","hand","democracy",1
"1425","hand","onheart",1
"1426","hand","suggests",1
"1427","hand","true",1
"1428","hand","unshaken",1
"1429","handed","henry",1
"1430","handimagine","weeks",1
"1431","haphazard","collection",1
"1432","happiest","solution",1
"1433","happy","ns",1
"1434","harbor","interventionists",1
"1435","hardy","enterprise",1
"1436","harry","byrd",1
"1437","harry","homewood",1
"1438","hartley","act",1
"1439","hartley","facing",1
"1440","harvard","business",1
"1441","harvard","graduate",1
"1442","harvard","president’s",1
"1443","hat","canny",1
"1444","haunting","american",1
"1445","hawkes","republican",1
"1446","hay","enforcement",1
"1447","head","office",1
"1448","head","reflectively",1
"1449","headquarters","labor",1
"1450","health","insurance",1
"1451","healthinsurance","payments",1
"1452","heat","explaining",1
"1453","heaviest","penalty",1
"1454","heavily","edited",1
"1455","heavily","underscored",1
"1456","heavy","spending",1
"1457","hells","canyon",1
"1458","helpful","contribution",1
"1459","henry","didn’t",1
"1460","henry","entered",1
"1461","henry","looked",1
"1462","henry","lose",1
"1463","henry","nodded",1
"1464","highballs","penny",1
"1465","highly","competitive",1
"1466","highly","qualified",1
"1467","highly","skilled",1
"1468","history","leaders",1
"1469","history","politics",1
"1470","hitherto","solid",1
"1471","holdover","bureaucracy",1
"1472","holds","barred",1
"1473","holds","key",1
"1474","hollow","shells",1
"1475","home","affairs",1
"1476","home","constituency",1
"1477","home","rule",1
"1478","home","town",1
"1479","homely","metaphor",1
"1480","honest","election",1
"1481","honesty","voting",1
"1482","honor","declining",1
"1483","honor","propriety",1
"1484","hopelessly","henry",1
"1485","house","conference",1
"1486","house","lowest",1
"1487","house","received",1
"1488","house","representation",1
"1489","house","senator",1
"1490","house","vote",1
"1491","houston","chronick",1
"1492","howard","hughes",1
"1493","huge","obligations",1
"1494","human","misery",1
"1495","human","welfare",1
"1496","humphrey","nixon",1
"1497","hundred","thousand",1
"1498","hundreds","taxes",1
"1499","hydroelectric","power",1
"1500","ical","human",1
"1501","icy","status",1
"1502","idaho","campaign",1
"1503","idaho","combined",1
"1504","ideas","advice",1
"1505","identify","republicanism",1
"1506","ideological","zeal",1
"1507","ignite","bitter",1
"1508","ignore","party",1
"1509","ii","avoid",1
"1510","ike’s","fateful",1
"1511","im","presses",1
"1512","immense","satisfaction",1
"1513","immensely","complex",1
"1514","immensely","im",1
"1515","imminence","war",1
"1516","impersonal","ruthless",1
"1517","implicit","commitment",1
"1518","impose","additional",1
"1519","impossible","due",1
"1520","impressionistic","tone",1
"1521","improper","marking",1
"1522","inactive","republicans",1
"1523","inadequacy","democratic",1
"1524","inaugural","address",1
"1525","include","consideration",1
"1526","includes","millionyear",1
"1527","including","separating",1
"1528","including","taxes",1
"1529","income","relied",1
"1530","income","splitting",1
"1531","inconsistencies","due",1
"1532","inconspicuous","governor",1
"1533","increase","ir",1
"1534","increased","infiltration",1
"1535","increased","representain",1
"1536","independent","book",1
"1537","independent","figures",1
"1538","independent","market",1
"1539","independent","party",1
"1540","independent","people",1
"1541","independent","tion",1
"1542","independents","scorned",1
"1543","indignation","political",1
"1544","indiscriminate","collection",1
"1545","indiscriminate","mixing",1
"1546","indispensable","service",1
"1547","individual","incomes",1
"1548","individual","relief",1
"1549","individual","reporter",1
"1550","individual","responsibility",1
"1551","individual","voters",1
"1552","individual’s","freedom",1
"1553","indivisible","authority",1
"1554","indoctrinated","population",1
"1555","industrial","change",1
"1556","industrial","conference",1
"1557","industrial","workers",1
"1558","industry","kefauver",1
"1559","inexorable","trusteeship",1
"1560","inexpensive","quarters",1
"1561","inflationary","prices",1
"1562","influenced","mayor",1
"1563","inform","congress",1
"1564","information","offered",1
"1565","informative","discussions",1
"1566","inherited","instincts",1
"1567","iniquitous","excess",1
"1568","innate","reserve",1
"1569","insistent","demand",1
"1570","inspec","tion",1
"1571","inspire","party",1
"1572","inspired","system",1
"1573","instinctively","reveal",1
"1574","instruments","sheet",1
"1575","insurance","system",1
"1576","intellectual","convic",1
"1577","intelligence","vincent",1
"1578","intergovernmental","relations",1
"1579","interior","secretary",1
"1580","internal","affairs",1
"1581","internal","conflict",1
"1582","internally","japan",1
"1583","international","custom",1
"1584","international","levels",1
"1585","international","tensions",1
"1586","interventionists","fared",1
"1587","interview","register",1
"1588","interviews","professor",1
"1589","intimate","political",1
"1590","investors","capital",1
"1591","investors","sharing",1
"1592","invite","lawyers",1
"1593","invited","legal",1
"1594","involved","fear",1
"1595","iowa","ralph",1
"1596","ireland","burke",1
"1597","irresistible","pressure",1
"1598","irresponsible","vindictive",1
"1599","ise","liberal",1
"1600","island","deviated",1
"1601","issues","adopted",1
"1602","issues","office",1
"1603","j.a","mellsop",1
"1604","jacques","barzun's",1
"1605","james","middleton",1
"1606","japan","contend",1
"1607","japanese","politician",1
"1608","japan’s","capacity",1
"1609","japan’s","peril",1
"1610","japan’s","police",1
"1611","japan’s","political",1
"1612","japan’s","system",1
"1613","jersey","city",1
"1614","jim","farley’s",1
"1615","joaquin","valley",1
"1616","job","plans",1
"1617","job","supplanted",1
"1618","joe","cannon",1
"1619","john","hollister",1
"1620","john","pollsum",1
"1621","johnson","people",1
"1622","johnson","ticket",1
"1623","joint","resolution",1
"1624","joseph","campbell",1
"1625","juan","capis",1
"1626","judge","believed",1
"1627","judicial","matter",1
"1628","judiciary","enjoys",1
"1629","justice","marshall",1
"1630","kahsas","won",1
"1631","kaiser","september",1
"1632","kefauver","front",1
"1633","kefauver","team",1
"1634","kefauver","theme",1
"1635","kennedy","answered",1
"1636","kennedy","clements",1
"1637","kennedy","johnson",1
"1638","kennedy","nixon",1
"1639","key","posimen",1
"1640","keynes","favored",1
"1641","keynesian","theory",1
"1642","khrushchev","propaganda",1
"1643","knight","told",1
"1644","knowland","cope",1
"1645","knowland","knight",1
"1646","korean","war",1
"1647","la","guardia",1
"1648","la","piere's",1
"1649","labor","ada",1
"1650","labor","candidates",1
"1651","labor","committee",1
"1652","labor","laws",1
"1653","labor","leadership",1
"1654","labor","minorities",1
"1655","labor","movement",1
"1656","labor","platform",1
"1657","labor","power",1
"1658","labor","sections",1
"1659","labor","suffers",1
"1660","labor","votes",1
"1661","labor","workers",1
"1662","laborious","days",1
"1663","laboriously","hun",1
"1664","lacks","personal",1
"1665","larger","business",1
"1666","lasting","lesson",1
"1667","late","august",1
"1668","late","ed",1
"1669","late","january",1
"1670","late","lord",1
"1671","late","reports",1
"1672","latin","america",1
"1673","lating","body",1
"1674","law","partner",1
"1675","law","twenty",1
"1676","laws","byrd",1
"1677","lawyer","froma",1
"1678","lawyers","hope",1
"1679","leaders","issue",1
"1680","leaders","moved",1
"1681","leaders","office",1
"1682","leaders","radical",1
"1683","leaders","realized",1
"1684","leadership","deliberately",1
"1685","league","office",1
"1686","lecting","tank",1
"1687","led","people",1
"1688","left","japan’s",1
"1689","legal","power",1
"1690","legal","provision",1
"1691","legged","stool",1
"1692","legisla","tion",1
"1693","legislation","dealing",1
"1694","legislation","opposed",1
"1695","legislative","objectives",1
"1696","legitimate","rights",1
"1697","legitimate","unions",1
"1698","legitimately","voted",1
"1699","lehman","pastore",1
"1700","lem","speeches",1
"1701","lengthy","interview",1
"1702","leo","crowley",1
"1703","lesser","degree",1
"1704","lesser","extent",1
"1705","lesser","followers",1
"1706","lesson","ii",1
"1707","lesson","learned",1
"1708","letters","disagreeing",1
"1709","level","debate",1
"1710","level","federal",1
"1711","liberal","democrat",1
"1712","liberal","labor",1
"1713","liberal","politicians",1
"1714","liberal","republicans",1
"1715","lies","close",1
"1716","lies","heavily",1
"1717","life","subdued",1
"1718","likewise","john",1
"1719","limit","assistance",1
"1720","lincoln","tl",1
"1721","lip","service",1
"1722","listed","public",1
"1723","literacy","tests",1
"1724","litical","education",1
"1725","live","laborious",1
"1726","living","stand",1
"1727","lle","ppicinn",1
"1728","local","activities",1
"1729","local","bonds",1
"1730","local","candidates",1
"1731","local","communities",1
"1732","local","conditions",1
"1733","local","districts",1
"1734","local","governments",1
"1735","local","meetings",1
"1736","local","organizations",1
"1737","local","people",1
"1738","looked","worried",1
"1739","loos","angeles",1
"1740","loose","fancy",1
"1741","lord","keynes",1
"1742","lord","na",1
"1743","lord","nature",1
"1744","lose","democratic",1
"1745","losing","support",1
"1746","low","percentage",1
"1747","lowest","opposition",1
"1748","loyal","party",1
"1749","lush","san",1
"1750","lutely","set",1
"1751","madison","declared",1
"1752","maestro","james",1
"1753","maf","thousands",1
"1754","magnificently","correct",1
"1755","mail","party",1
"1756","main","middle",1
"1757","main","reliance",1
"1758","main","streets",1
"1759","maintain","contact",1
"1760","major","concern",1
"1761","major","domestic",1
"1762","major","issue",1
"1763","major","parties",1
"1764","major","test",1
"1765","majority","leader",1
"1766","majority","miscalled",1
"1767","majority","parties",1
"1768","majority","vote",1
"1769","malignant","influences",1
"1770","manageable","unit",1
"1771","manager","farley",1
"1772","managers","financed",1
"1773","managers","proprietors",1
"1774","managers","salesmen",1
"1775","manner","fitting",1
"1776","manpower","alliances",1
"1777","manual","correction",1
"1778","manufacturing","ability",1
"1779","man’s","environment",1
"1780","margaret","chase",1
"1781","marginal","republican",1
"1782","marginal","seat",1
"1783","marine","establishments",1
"1784","marshall","borrowing",1
"1785","martin","jr",1
"1786","marxist","conant",1
"1787","mass","education",1
"1788","massachusetts","house",1
"1789","massachusetts","lesson",1
"1790","massachusetts","likewise",1
"1791","masses","living",1
"1792","massive","burdens",1
"1793","massive","responsibilities",1
"1794","massive","structure",1
"1795","masters","call",1
"1796","material","form",1
"1797","material","level",1
"1798","material","profit",1
"1799","material","world",1
"1800","material","yearnings",1
"1801","materials","engineering",1
"1802","matic","milker",1
"1803","matters","relating",1
"1804","mayor","cratic",1
"1805","mccord","wright",1
"1806","mccormack","majority",1
"1807","mccormick","brooks",1
"1808","meade","alcorn",1
"1809","meaningful","symptoms",1
"1810","means","committee",1
"1811","means","test",1
"1812","meany","byrd",1
"1813","measurable","stability",1
"1814","measurably","enforce",1
"1815","measured","reasoning",1
"1816","medical","authority",1
"1817","medical","care",1
"1818","medical","opinion",1
"1819","mediocrities","demagogues",1
"1820","meet","social",1
"1821","melancholy","destiny",1
"1822","mell","poll",1
"1823","mellsop","organization",1
"1824","mental","ical",1
"1825","mental","moral",1
"1826","mental","muscle",1
"1827","mentioned","joseph",1
"1828","mentor","told",1
"1829","men’s","lives",1
"1830","men’s","stomachs",1
"1831","merchant","marine",1
"1832","mere","clerks",1
"1833","mere","congregations",1
"1834","mere","handout",1
"1835","mere","revival",1
"1836","mere","surveys",1
"1837","merged","federations",1
"1838","message","americans",1
"1839","met","defeat",1
"1840","mexican","dictator",1
"1841","mid","october",1
"1842","middleton","cox",1
"1843","mild","tem",1
"1844","mild","temperature",1
"1845","military","aggression",1
"1846","military","power",1
"1847","military","strength",1
"1848","million","stockholders",1
"1849","million","voters",1
"1850","million","votes",1
"1851","million","wallace’s",1
"1852","minded","democrats",1
"1853","minded","leaders",1
"1854","minister's","home",1
"1855","minnesota","rewho",1
"1856","minor","variations",1
"1857","minority","pressures",1
"1858","miserable","wages",1
"1859","misleading","report",1
"1860","model","socialist",1
"1861","model","takes",1
"1862","modern","economists",1
"1863","modernize","thei",1
"1864","modest","charge",1
"1865","modified","competitive",1
"1866","moley","ampaign",1
"1867","moley","banks",1
"1868","moley","curate",1
"1869","moley","days",1
"1870","moley","fund",1
"1871","moley","hat",1
"1872","moley","hortly",1
"1873","moley","roll",1
"1874","moley","talk",1
"1875","moley","tices",1
"1876","moley's","article",1
"1877","momentous","choices",1
"1878","money","accurately",1
"1879","money","manpower",1
"1880","money","power",1
"1881","money","spent",1
"1882","monstrous","fraud",1
"1883","montana","democrat",1
"1884","months","days",1
"1885","montpelier","vt",1
"1886","monumental","job",1
"1887","moral","issue",1
"1888","moral","strictures",1
"1889","morale","building",1
"1890","mortal","threat",1
"1891","move","farther",1
"1892","move","human",1
"1893","moves","forward",1
"1894","multitudinous","reform",1
"1895","murray","montana",1
"1896","music","recordings",1
"1897","musical","requirements",1
"1898","mutual","fear",1
"1899","named","london",1
"1900","named","proxmire",1
"1901","nashville","banner",1
"1902","nation","action",1
"1903","nation","internal",1
"1904","nation","minority",1
"1905","nation's","sovereign",1
"1906","national","aeronautics",1
"1907","national","affairs",1
"1908","national","committeeman",1
"1909","national","committeemen",1
"1910","national","con",1
"1911","national","crisis",1
"1912","national","education",1
"1913","national","emergency",1
"1914","national","government",1
"1915","national","industrial",1
"1916","national","leadership",1
"1917","national","legislation",1
"1918","national","organizations",1
"1919","national","parties",1
"1920","national","party",1
"1921","national","pressure",1
"1922","national","product",1
"1923","national","production",1
"1924","national","progress",1
"1925","national","temper",1
"1926","national","wealth",1
"1927","nations","pledged",1
"1928","nation’s","attention",1
"1929","nation’s","taxpayers",1
"1930","natural","determinism",1
"1931","natural","forces",1
"1932","nature","wove",1
"1933","nazi","apostles",1
"1934","naïve","ideas",1
"1935","neatly","dissects",1
"1936","necessity","follow",1
"1937","necessity","shift",1
"1938","negative","role",1
"1939","neighbor’s","chickens",1
"1940","nineteenth","century",1
"1941","nixon","humphrey",1
"1942","nixon","knowland",1
"1943","nixon","ning",1
"1944","nixon","opposes",1
"1945","nixon","symington",1
"1946","nobly","conceived",1
"1947","nonpartisan","organization",1
"1948","nonpolitical","independent",1
"1949","nonvoting","eligibles",1
"1950","nore","hopelessly",1
"1951","normal","democratic",1
"1952","normal","political",1
"1953","notable","businessman",1
"1954","notable","people",1
"1955","november","victory",1
"1956","numerous","opportunities",1
"1957","oasi","insurance",1
"1958","objectives","office",1
"1959","obstacles","stand",1
"1960","obvious","examples",1
"1961","occas","avail",1
"1962","occupation","national",1
"1963","occupation","scap",1
"1964","ocr","errors",1
"1965","october","patent",1
"1966","offers","counsel",1
"1967","office","chairmen",1
"1968","office","choice",1
"1969","office","destroy",1
"1970","office","election",1
"1971","office","evil",1
"1972","office","henry",1
"1973","office","moley",1
"1974","office","polled",1
"1975","office","registered",1
"1976","office","remains",1
"1977","office","willkie",1
"1978","official","agencies",1
"1979","official","associates",1
"1980","official","corruption",1
"1981","official","family",1
"1982","official","ornaments",1
"1983","official","party",1
"1984","official","publication",1
"1985","officials","suggesting",1
"1986","ohio's","top",1
"1987","oil","production",1
"1988","olan","apap",1
"1989","olson","stuck",1
"1990","ominous","figures",1
"1991","onheart","declarations",1
"1992","onstrate","herald",1
"1993","op","rupt",1
"1994","operation","comprises",1
"1995","operation","tolerance",1
"1996","opinion","poll",1
"1997","opponent","earl",1
"1998","opportunileader","announcing",1
"1999","opposed","evidence",1
"2000","opposition","leaders",1
"2001","opposition","voters",1
"2002","optional","purchase",1
"2003","oregon","counties",1
"2004","oregon","power",1
"2005","oregon","sweep",1
"2006","organ","instruments",1
"2007","organization","dedicated",1
"2008","organization","limited",1
"2009","organizations","ther",1
"2010","organized","effort",1
"2011","organized","politically",1
"2012","organized","support",1
"2013","original","idea",1
"2014","original","jurisdiction",1
"2015","original","layout",1
"2016","original","paragraph",1
"2017","original","social",1
"2018","original","structure",1
"2019","os","angeles",1
"2020","oth","conant",1
"2021","othtaking","loyal",1
"2022","ous","absentee",1
"2023","outlook","flynn",1
"2024","outpromise","liberal",1
"2025","outstanding","defeats",1
"2026","outworn","residence",1
"2027","outworn","shibboleths",1
"2028","overburdened","industry",1
"2029","overlapping","text",1
"2030","overwhelming","powers",1
"2031","pacific","coast",1
"2032","pacific","war",1
"2033","paid","employees",1
"2034","pan","slavism",1
"2035","paper","ballots",1
"2036","paragraph","breaks",1
"2037","paraphrase","hall",1
"2038","parties","moley",1
"2039","parties","shorn",1
"2040","partisan","democrats",1
"2041","party","affiliation",1
"2042","party","alike",1
"2043","party","alive",1
"2044","party","assumes",1
"2045","party","behavior",1
"2046","party","candidates",1
"2047","party","count",1
"2048","party","dedi",1
"2049","party","emerged",1
"2050","party","encumbered",1
"2051","party","insiders",1
"2052","party","leaders",1
"2053","party","literature",1
"2054","party","membership",1
"2055","party","organizations",1
"2056","party","philosophy",1
"2057","party","platform",1
"2058","party","policy",1
"2059","party","post",1
"2060","party","principles",1
"2061","party","strength",1
"2062","party","student",1
"2063","party","system",1
"2064","party","units",1
"2065","party","voters",1
"2066","party","wendell",1
"2067","party","who’s",1
"2068","party’s","vote",1
"2069","pass","legislation",1
"2070","passage","kennedy",1
"2071","passing","reference",1
"2072","past","radio",1
"2073","past","recognition",1
"2074","past","ten",1
"2075","pastore","murray",1
"2076","patent","light",1
"2077","patent","registered",1
"2078","patriotism","abided",1
"2079","patronage","remains",1
"2080","pawn","responsible",1
"2081","pay","hundreds",1
"2082","paying","lip",1
"2083","pearl","harbor",1
"2084","pecuniary","rewards",1
"2085","peking","government",1
"2086","peking","invests",1
"2087","pell","mell",1
"2088","penny","ante",1
"2089","people","assumed",1
"2090","people","bear",1
"2091","people","glibly",1
"2092","people","speculating",1
"2093","people.are","dissatisfied",1
"2094","perature","prevailed",1
"2095","perceptive","californians",1
"2096","perfectly","separating",1
"2097","perils","involved",1
"2098","period","medical",1
"2099","periods","prior",1
"2100","periscope","preview",1
"2101","permanent","minority",1
"2102","permissive","home",1
"2103","permitted","partisans",1
"2104","personal","achievement",1
"2105","personal","fortunes",1
"2106","personal","honor",1
"2107","personal","inclination",1
"2108","personal","knowledge",1
"2109","personal","preferences",1
"2110","personal","satisfaction",1
"2111","personnel","mass",1
"2112","persp","ective",1
"2113","persp","registered",1
"2114","pertinent","questions",1
"2115","pervious","organism",1
"2116","pests","pounce",1
"2117","petty","officer",1
"2118","ph.d","education",1
"2119","photographed","smil",1
"2120","photographed","smiling",1
"2121","physand","emotional",1
"2122","physical","business",1
"2123","physical","demands",1
"2124","plan","embodied",1
"2125","plan","impersonal",1
"2126","plan","leaves",1
"2127","plan","prepared",1
"2128","plane","leaders",1
"2129","planner","manager",1
"2130","plans","engineering",1
"2131","platform","johnson",1
"2132","platform","promises",1
"2133","platform","texas",1
"2134","play","ties",1
"2135","pleasant","adornment",1
"2136","plural","regency",1
"2137","poem","tells",1
"2138","poignant","scenes",1
"2139","policy","persistently",1
"2140","political","action",1
"2141","political","activity",1
"2142","political","advantage",1
"2143","political","arms",1
"2144","political","balance",1
"2145","political","campaign",1
"2146","political","conclusions",1
"2147","political","counsel",1
"2148","political","destinies",1
"2149","political","events",1
"2150","political","ideals",1
"2151","political","machinery",1
"2152","political","machines",1
"2153","political","methods",1
"2154","political","newcomer",1
"2155","political","par",1
"2156","political","parties",1
"2157","political","purposes",1
"2158","political","retaliation",1
"2159","political","supremacy",1
"2160","political","unknowns",1
"2161","politically","acceptable",1
"2162","politically","inspired",1
"2163","politically","minded",1
"2164","politically","oregon",1
"2165","politicians","grab",1
"2166","politicians","leaders",1
"2167","politics","closely",1
"2168","politics","design",1
"2169","politics","history",1
"2170","politics","provide",1
"2171","polititell","republican",1
"2172","polled","moley",1
"2173","polls","shaped",1
"2174","pollsum","card",1
"2175","pollsum","whipped",1
"2176","pono","doubt",1
"2177","poor","grace",1
"2178","poorly","paid",1
"2179","popular","president",1
"2180","popular","vote",1
"2181","popularization","swept",1
"2182","population","abroad",1
"2183","population","burning",1
"2184","population","industrial",1
"2185","portant","office",1
"2186","portentous","drive",1
"2187","posimen","sufficiently",1
"2188","position","official",1
"2189","positively","doubt",1
"2190","potent","exponent",1
"2191","potential","ocr",1
"2192","power","advocate",1
"2193","power","assured",1
"2194","power","congress",1
"2195","power","met",1
"2196","power","policies",1
"2197","power","voters",1
"2198","power","zealots",1
"2199","powerful","force",1
"2200","powerful","machine",1
"2201","powerful","majority",1
"2202","powerful","organization",1
"2203","ppicinn","ae",1
"2204","practical","application",1
"2205","practice","moved",1
"2206","pre","election",1
"2207","pre","pearl",1
"2208","precede","tax",1
"2209","precipitate","chaos",1
"2210","preconvention","fight",1
"2211","preferences","denied",1
"2212","pregident","visited",1
"2213","prejudiced","story",1
"2214","preliminaries","decision",1
"2215","prepare","ticket",1
"2216","presently","tapped",1
"2217","presi","dent",1
"2218","president","depend",1
"2219","president","eisenhower's",1
"2220","president","george",1
"2221","president","roosevelt’s",1
"2222","president","won",1
"2223","president","woodrow",1
"2224","president's","party",1
"2225","president's","past",1
"2226","president's","program",1
"2227","president's","support",1
"2228","presidential","aspirants",1
"2229","presidential","balance",1
"2230","presidential","candidacies",1
"2231","presidential","opinion",1
"2232","presidential","press",1
"2233","presidential","sponsorship",1
"2234","presidential","vote",1
"2235","president’s","armistice",1
"2236","president’s","opinion",1
"2237","president’s","press",1
"2238","president’s","program",1
"2239","president’s","responsibility",1
"2240","president’s","scolding",1
"2241","president’s","statements",1
"2242","president’s","visit",1
"2243","press","behavior",1
"2244","pretty","deep",1
"2245","pretty","squalid",1
"2246","pretty","uninspiring",1
"2247","pretty","violently",1
"2248","prevented","congressional",1
"2249","preventive","war",1
"2250","preview","vast",1
"2251","previous","administrations",1
"2252","previous","paintings",1
"2253","price","reduction",1
"2254","prices","paralysis",1
"2255","pride","personal",1
"2256","primary","campaigns",1
"2257","prime","minister's",1
"2258","prime","objective",1
"2259","primitive","times",1
"2260","principles","listed",1
"2261","private","information",1
"2262","private","participation",1
"2263","private","philanthropy",1
"2264","private","publication",1
"2265","private","tutors",1
"2266","produce","super",1
"2267","production","line",1
"2268","prof","charles",1
"2269","prof","david",1
"2270","prof","sumner",1
"2271","professional","conservative",1
"2272","professional","job",1
"2273","professional","polititell",1
"2274","professional","workers",1
"2275","professionally","trained",1
"2276","professor","wright",1
"2277","profits","levy",1
"2278","profligate","government",1
"2279","profound","constitutional",1
"2280","program","fails",1
"2281","progressive","corporation",1
